End_Week,State,Deaths,Pneumonia_Deaths,Pneumonia_COVID_Deaths
3/14/2020,North Dakota,0,15,0
3/21/2020,North Dakota,0,23,0
3/28/2020,North Dakota,,13,0
4/4/2020,North Dakota,,12,0
4/11/2020,North Dakota,,13,
4/18/2020,North Dakota,,17,
4/25/2020,North Dakota,11,18,
5/2/2020,North Dakota,,14,
5/9/2020,North Dakota,11,,
5/16/2020,North Dakota,14,14,
5/23/2020,North Dakota,10,,0
5/30/2020,North Dakota,14,11,
6/6/2020,North Dakota,,14,
6/13/2020,North Dakota,,,0
6/20/2020,North Dakota,,,
6/27/2020,North Dakota,,10,
7/4/2020,North Dakota,,,0
7/11/2020,North Dakota,,12,
7/18/2020,North Dakota,,11,
7/25/2020,North Dakota,,11,
8/1/2020,North Dakota,,14,
8/8/2020,North Dakota,,15,
8/15/2020,North Dakota,12,15,
8/22/2020,North Dakota,,,
8/29/2020,North Dakota,,,
9/5/2020,North Dakota,14,15,
9/12/2020,North Dakota,10,,
9/19/2020,North Dakota,13,,
9/26/2020,North Dakota,,,
2/1/2020,Ohio,0,126,0
2/8/2020,Ohio,0,128,0
2/15/2020,Ohio,0,138,0
2/22/2020,Ohio,0,121,0
2/29/2020,Ohio,0,123,0
3/7/2020,Ohio,0,144,0
3/14/2020,Ohio,,140,
3/21/2020,Ohio,,155,
3/28/2020,Ohio,44,189,18
4/4/2020,Ohio,118,193,53
4/11/2020,Ohio,176,252,82
4/18/2020,Ohio,270,277,135
4/25/2020,Ohio,285,244,120
5/2/2020,Ohio,321,235,126
5/9/2020,Ohio,288,193,98
5/16/2020,Ohio,255,225,115
5/23/2020,Ohio,263,198,110
5/30/2020,Ohio,179,167,69
6/6/2020,Ohio,181,193,79
6/13/2020,Ohio,128,149,55
6/20/2020,Ohio,105,117,36
6/27/2020,Ohio,102,123,39
7/4/2020,Ohio,102,119,40
7/11/2020,Ohio,124,155,55
7/18/2020,Ohio,118,161,52
7/25/2020,Ohio,177,177,75
8/1/2020,Ohio,175,174,77
8/8/2020,Ohio,151,187,69
8/15/2020,Ohio,177,158,80
8/22/2020,Ohio,159,173,68
8/29/2020,Ohio,151,148,63
9/5/2020,Ohio,110,108,56
9/12/2020,Ohio,58,81,29
9/19/2020,Ohio,24,44,16
9/26/2020,Ohio,,,0
2/1/2020,Oklahoma,0,66,0
2/8/2020,Oklahoma,0,57,0
2/15/2020,Oklahoma,0,76,0
2/22/2020,Oklahoma,0,67,0
2/29/2020,Oklahoma,0,70,0
3/7/2020,Oklahoma,,68,0
3/14/2020,Oklahoma,0,73,0
3/21/2020,Oklahoma,,82,
3/28/2020,Oklahoma,18,81,
4/4/2020,Oklahoma,41,97,20
4/11/2020,Oklahoma,51,104,26
4/18/2020,Oklahoma,46,81,15
4/25/2020,Oklahoma,43,66,
5/2/2020,Oklahoma,42,66,20
5/9/2020,Oklahoma,29,69,13
5/16/2020,Oklahoma,20,60,
5/23/2020,Oklahoma,23,68,10
5/30/2020,Oklahoma,25,50,10
6/6/2020,Oklahoma,14,53,
6/13/2020,Oklahoma,15,61,
6/20/2020,Oklahoma,18,62,
6/27/2020,Oklahoma,17,66,
7/4/2020,Oklahoma,22,47,
7/11/2020,Oklahoma,37,61,13
7/18/2020,Oklahoma,48,62,23
7/25/2020,Oklahoma,66,84,31
8/1/2020,Oklahoma,73,83,24
8/8/2020,Oklahoma,71,80,26
8/15/2020,Oklahoma,86,91,34
8/22/2020,Oklahoma,63,77,20
8/29/2020,Oklahoma,65,56,25
9/5/2020,Oklahoma,64,64,23
9/12/2020,Oklahoma,43,63,25
9/19/2020,Oklahoma,22,20,
9/26/2020,Oklahoma,0,,0
2/1/2020,Oregon,0,34,0
2/8/2020,Oregon,0,35,0
2/15/2020,Oregon,0,41,0
2/22/2020,Oregon,0,34,0
2/29/2020,Oregon,0,32,0
3/7/2020,Oregon,0,34,0
3/14/2020,Oregon,,40,0
3/21/2020,Oregon,,53,
3/28/2020,Oregon,14,47,
4/4/2020,Oregon,24,55,
4/11/2020,Oregon,25,54,11
4/18/2020,Oregon,25,43,10
4/25/2020,Oregon,30,42,
5/2/2020,Oregon,15,34,
5/9/2020,Oregon,19,28,
5/16/2020,Oregon,14,31,
5/23/2020,Oregon,,27,
5/30/2020,Oregon,11,26,
6/6/2020,Oregon,,32,
6/13/2020,Oregon,15,27,
6/20/2020,Oregon,12,32,
6/27/2020,Oregon,15,32,
7/4/2020,Oregon,20,28,
7/11/2020,Oregon,14,33,
7/18/2020,Oregon,28,27,
7/25/2020,Oregon,26,36,10
8/1/2020,Oregon,32,31,11
8/8/2020,Oregon,29,26,
8/15/2020,Oregon,31,27,10
8/22/2020,Oregon,22,34,
8/29/2020,Oregon,29,28,11
9/5/2020,Oregon,16,26,
9/12/2020,Oregon,14,22,
9/19/2020,Oregon,10,19,
9/26/2020,Oregon,,,
2/1/2020,Pennsylvania,0,166,0
2/8/2020,Pennsylvania,0,140,0
2/15/2020,Pennsylvania,0,173,0
2/22/2020,Pennsylvania,0,144,0
2/29/2020,Pennsylvania,,141,0
3/7/2020,Pennsylvania,0,148,0
3/14/2020,Pennsylvania,0,165,0
3/21/2020,Pennsylvania,,183,
3/28/2020,Pennsylvania,52,203,27
4/4/2020,Pennsylvania,211,274,84
4/11/2020,Pennsylvania,635,471,268
4/18/2020,Pennsylvania,911,511,341
4/25/2020,Pennsylvania,1073,560,417
5/2/2020,Pennsylvania,944,459,315
5/9/2020,Pennsylvania,848,452,321
5/16/2020,Pennsylvania,711,354,252
5/23/2020,Pennsylvania,507,300,177
5/30/2020,Pennsylvania,355,213,121
6/6/2020,Pennsylvania,271,168,73
6/13/2020,Pennsylvania,206,167,68
6/20/2020,Pennsylvania,182,155,55
6/27/2020,Pennsylvania,146,132,33
7/4/2020,Pennsylvania,136,140,40
7/11/2020,Pennsylvania,125,143,40
7/18/2020,Pennsylvania,109,118,30
7/25/2020,Pennsylvania,95,120,30
8/1/2020,Pennsylvania,103,138,36
8/8/2020,Pennsylvania,133,135,40
8/15/2020,Pennsylvania,118,118,37
8/22/2020,Pennsylvania,96,139,36
8/29/2020,Pennsylvania,98,136,41
9/5/2020,Pennsylvania,74,111,22
9/12/2020,Pennsylvania,76,93,22
9/19/2020,Pennsylvania,61,106,19
9/26/2020,Pennsylvania,13,36,
2/1/2020,Rhode Island,0,,0
2/8/2020,Rhode Island,0,,0
2/15/2020,Rhode Island,0,11,0
2/22/2020,Rhode Island,0,,0
2/29/2020,Rhode Island,0,13,0
3/7/2020,Rhode Island,0,19,0
3/14/2020,Rhode Island,0,10,0
3/21/2020,Rhode Island,0,18,0
3/28/2020,Rhode Island,,12,
4/4/2020,Rhode Island,22,18,
4/11/2020,Rhode Island,51,30,17
4/18/2020,Rhode Island,94,47,39
4/25/2020,Rhode Island,104,50,39
5/2/2020,Rhode Island,123,62,46
5/9/2020,Rhode Island,134,56,47
5/16/2020,Rhode Island,113,56,47
5/23/2020,Rhode Island,103,56,42
5/30/2020,Rhode Island,70,36,30
6/6/2020,Rhode Island,56,31,21
6/13/2020,Rhode Island,27,18,
6/20/2020,Rhode Island,33,20,14
6/27/2020,Rhode Island,23,21,11
7/4/2020,Rhode Island,19,17,
7/11/2020,Rhode Island,11,13,
7/18/2020,Rhode Island,,,
7/25/2020,Rhode Island,,15,
8/1/2020,Rhode Island,,,
8/8/2020,Rhode Island,,13,
8/15/2020,Rhode Island,,,
8/22/2020,Rhode Island,13,10,
8/29/2020,Rhode Island,,,
9/5/2020,Rhode Island,,,
9/12/2020,Rhode Island,,,
9/19/2020,Rhode Island,0,0,0
9/26/2020,Rhode Island,0,0,0
2/1/2020,South Carolina,0,59,0
2/8/2020,South Carolina,0,60,0
2/15/2020,South Carolina,0,69,0
2/22/2020,South Carolina,0,48,0
2/29/2020,South Carolina,0,59,0
3/7/2020,South Carolina,0,65,0
3/14/2020,South Carolina,0,54,0
3/21/2020,South Carolina,,57,
3/28/2020,South Carolina,19,78,
4/4/2020,South Carolina,36,82,18
4/11/2020,South Carolina,57,80,19
4/18/2020,South Carolina,47,73,14
4/25/2020,South Carolina,61,77,23
5/2/2020,South Carolina,63,90,21
5/9/2020,South Carolina,72,97,35
5/16/2020,South Carolina,67,73,30
5/23/2020,South Carolina,59,58,22
5/30/2020,South Carolina,65,73,24
6/6/2020,South Carolina,64,80,25
6/13/2020,South Carolina,47,74,18
6/20/2020,South Carolina,57,71,22
6/27/2020,South Carolina,83,83,30
7/4/2020,South Carolina,128,103,54
7/11/2020,South Carolina,144,110,56
7/18/2020,South Carolina,225,147,84
7/25/2020,South Carolina,318,190,140
8/1/2020,South Carolina,279,183,127
8/8/2020,South Carolina,263,190,121
8/15/2020,South Carolina,231,148,101
8/22/2020,South Carolina,199,127,88
8/29/2020,South Carolina,191,148,94
9/5/2020,South Carolina,161,118,68
9/12/2020,South Carolina,123,101,58
9/19/2020,South Carolina,68,62,30
9/26/2020,South Carolina,,14,
2/1/2020,South Dakota,0,10,0
2/8/2020,South Dakota,0,15,0
2/15/2020,South Dakota,0,11,0
2/22/2020,South Dakota,0,11,0
2/29/2020,South Dakota,0,,0
3/7/2020,South Dakota,0,20,0
3/14/2020,South Dakota,,11,0
3/21/2020,South Dakota,0,12,0
3/28/2020,South Dakota,,15,0
4/4/2020,South Dakota,,18,
4/11/2020,South Dakota,,12,0
4/18/2020,South Dakota,,,0
4/25/2020,South Dakota,,12,
5/2/2020,South Dakota,16,15,
5/9/2020,South Dakota,15,18,
5/16/2020,South Dakota,,10,
5/23/2020,South Dakota,,15,
5/30/2020,South Dakota,10,14,
6/6/2020,South Dakota,,11,
6/13/2020,South Dakota,11,14,
6/20/2020,South Dakota,12,11,
6/27/2020,South Dakota,10,,
7/4/2020,South Dakota,,11,
7/11/2020,South Dakota,14,17,
7/18/2020,South Dakota,,13,
7/25/2020,South Dakota,15,18,
8/1/2020,South Dakota,,11,
8/8/2020,South Dakota,,10,
8/15/2020,South Dakota,11,17,
8/22/2020,South Dakota,,17,
8/29/2020,South Dakota,13,11,
9/5/2020,South Dakota,13,15,
9/12/2020,South Dakota,15,,
9/19/2020,South Dakota,,,
9/26/2020,South Dakota,0,0,0
2/1/2020,Tennessee,0,127,0
2/8/2020,Tennessee,0,125,0
2/15/2020,Tennessee,0,116,0
2/22/2020,Tennessee,0,97,0
2/29/2020,Tennessee,0,114,0
3/7/2020,Tennessee,0,121,0
3/14/2020,Tennessee,0,109,0
3/21/2020,Tennessee,,115,
3/28/2020,Tennessee,11,125,
4/4/2020,Tennessee,55,138,21
4/11/2020,Tennessee,53,143,31
4/18/2020,Tennessee,43,119,18
4/25/2020,Tennessee,31,109,
5/2/2020,Tennessee,35,108,15
5/9/2020,Tennessee,48,101,13
5/16/2020,Tennessee,56,107,21
5/23/2020,Tennessee,32,106,11
5/30/2020,Tennessee,45,108,16
6/6/2020,Tennessee,37,101,13
6/13/2020,Tennessee,35,98,12
6/20/2020,Tennessee,59,98,19
6/27/2020,Tennessee,62,112,22
7/4/2020,Tennessee,73,97,22
7/11/2020,Tennessee,102,153,56
7/18/2020,Tennessee,111,139,58
7/25/2020,Tennessee,149,176,73
8/1/2020,Tennessee,165,178,92
8/8/2020,Tennessee,168,172,86
8/15/2020,Tennessee,168,177,92
8/22/2020,Tennessee,128,162,61
8/29/2020,Tennessee,165,183,85
9/5/2020,Tennessee,130,138,60
9/12/2020,Tennessee,144,150,76
9/19/2020,Tennessee,79,100,46
9/26/2020,Tennessee,15,29,
2/1/2020,Texas,0,276,0
2/8/2020,Texas,0,284,0
2/15/2020,Texas,0,300,0
2/22/2020,Texas,0,282,0
2/29/2020,Texas,,303,
3/7/2020,Texas,,277,0
3/14/2020,Texas,0,309,0
3/21/2020,Texas,10,333,
3/28/2020,Texas,44,347,14
4/4/2020,Texas,128,369,49
4/11/2020,Texas,205,408,79
4/18/2020,Texas,236,417,114
4/25/2020,Texas,242,342,95
5/2/2020,Texas,236,368,103
5/9/2020,Texas,227,357,104
5/16/2020,Texas,252,366,112
5/23/2020,Texas,172,345,81
5/30/2020,Texas,217,350,113
6/6/2020,Texas,181,311,75
6/13/2020,Texas,226,318,95
6/20/2020,Texas,302,395,141
6/27/2020,Texas,438,411,174
7/4/2020,Texas,801,586,371
7/11/2020,Texas,1257,928,670
7/18/2020,Texas,1715,1155,904
7/25/2020,Texas,1843,1168,915
8/1/2020,Texas,1676,1143,893
8/8/2020,Texas,1432,959,738
8/15/2020,Texas,1295,933,706
8/22/2020,Texas,931,724,517
8/29/2020,Texas,769,663,445
9/5/2020,Texas,556,495,296
9/12/2020,Texas,370,365,195
9/19/2020,Texas,166,226,93
9/26/2020,Texas,20,53,12
2/1/2020,Utah,0,18,0
2/8/2020,Utah,0,18,0
2/15/2020,Utah,0,14,0
2/22/2020,Utah,0,16,0
2/29/2020,Utah,0,31,0
3/7/2020,Utah,0,30,0
3/14/2020,Utah,0,22,0
3/21/2020,Utah,0,29,0
3/28/2020,Utah,,34,0
4/4/2020,Utah,11,33,
4/11/2020,Utah,,16,
4/18/2020,Utah,,20,
4/25/2020,Utah,16,19,
5/2/2020,Utah,12,13,
5/9/2020,Utah,18,21,11
5/16/2020,Utah,17,19,
5/23/2020,Utah,15,24,
5/30/2020,Utah,12,20,
6/6/2020,Utah,12,19,
6/13/2020,Utah,20,22,
6/20/2020,Utah,14,23,
6/27/2020,Utah,13,26,
7/4/2020,Utah,21,25,
7/11/2020,Utah,36,26,
7/18/2020,Utah,29,19,
7/25/2020,Utah,44,30,17
8/1/2020,Utah,25,31,16
8/8/2020,Utah,28,25,
8/15/2020,Utah,31,25,
8/22/2020,Utah,18,24,
8/29/2020,Utah,12,18,
9/5/2020,Utah,18,29,10
9/12/2020,Utah,11,22,
9/19/2020,Utah,,18,
9/26/2020,Utah,,,0
2/1/2020,Vermont,0,,0
2/8/2020,Vermont,0,,0
2/15/2020,Vermont,0,,0
2/22/2020,Vermont,0,,0
2/29/2020,Vermont,0,13,0
3/7/2020,Vermont,0,,0
3/14/2020,Vermont,0,11,0
3/21/2020,Vermont,,10,
3/28/2020,Vermont,,14,
4/4/2020,Vermont,10,13,
4/11/2020,Vermont,,,
4/18/2020,Vermont,10,11,
4/25/2020,Vermont,11,,
5/2/2020,Vermont,,,0
5/9/2020,Vermont,,,
5/16/2020,Vermont,,,0
5/23/2020,Vermont,0,,0
5/30/2020,Vermont,,,0
6/6/2020,Vermont,0,,0
6/13/2020,Vermont,0,,0
6/20/2020,Vermont,,,0
6/27/2020,Vermont,0,,0
7/4/2020,Vermont,0,,0
7/11/2020,Vermont,,,0
7/18/2020,Vermont,0,,0
7/25/2020,Vermont,0,,0
8/1/2020,Vermont,,,0
8/8/2020,Vermont,0,0,0
8/15/2020,Vermont,0,,0
8/22/2020,Vermont,0,,0
8/29/2020,Vermont,0,,0
9/5/2020,Vermont,0,,0
9/12/2020,Vermont,0,,0
9/19/2020,Vermont,0,,0
9/26/2020,Vermont,0,,0
2/1/2020,Virginia,0,73,0
2/8/2020,Virginia,0,62,0
2/15/2020,Virginia,0,58,0
2/22/2020,Virginia,0,71,0
2/29/2020,Virginia,0,65,0
3/7/2020,Virginia,0,72,0
3/14/2020,Virginia,,65,0
3/21/2020,Virginia,,73,
3/28/2020,Virginia,28,102,
4/4/2020,Virginia,57,108,26
4/11/2020,Virginia,102,137,35
4/18/2020,Virginia,194,143,71
4/25/2020,Virginia,220,130,66
5/2/2020,Virginia,251,163,101
5/9/2020,Virginia,234,118,65
5/16/2020,Virginia,199,108,61
5/23/2020,Virginia,167,102,58
5/30/2020,Virginia,159,100,49
6/6/2020,Virginia,103,89,36
6/13/2020,Virginia,109,105,45
6/20/2020,Virginia,86,75,33
6/27/2020,Virginia,79,60,21
7/4/2020,Virginia,55,64,21
7/11/2020,Virginia,67,75,29
7/18/2020,Virginia,95,99,33
7/25/2020,Virginia,88,83,37
8/1/2020,Virginia,102,88,38
8/8/2020,Virginia,87,81,33
8/15/2020,Virginia,101,91,36
8/22/2020,Virginia,121,96,56
8/29/2020,Virginia,104,109,53
9/5/2020,Virginia,108,103,44
9/12/2020,Virginia,103,75,28
9/19/2020,Virginia,58,51,20
9/26/2020,Virginia,,,
2/1/2020,Washington,0,71,0
2/8/2020,Washington,0,72,0
2/15/2020,Washington,0,85,0
2/22/2020,Washington,0,69,0
2/29/2020,Washington,,81,
3/7/2020,Washington,21,100,14
3/14/2020,Washington,26,90,16
3/21/2020,Washington,62,120,26
3/28/2020,Washington,117,165,58
4/4/2020,Washington,155,160,83
4/11/2020,Washington,142,141,83
4/18/2020,Washington,118,129,68
4/25/2020,Washington,105,107,51
5/2/2020,Washington,78,96,41
5/9/2020,Washington,86,88,44
5/16/2020,Washington,69,94,34
5/23/2020,Washington,45,70,22
5/30/2020,Washington,35,65,19
6/6/2020,Washington,33,47,17
6/13/2020,Washington,42,65,24
6/20/2020,Washington,31,61,14
6/27/2020,Washington,38,55,18
7/4/2020,Washington,44,74,22
7/11/2020,Washington,54,83,28
7/18/2020,Washington,49,69,26
7/25/2020,Washington,70,79,32
8/1/2020,Washington,92,87,38
8/8/2020,Washington,78,86,32
8/15/2020,Washington,73,76,33
8/22/2020,Washington,50,80,25
8/29/2020,Washington,43,64,24
9/5/2020,Washington,40,61,16
9/12/2020,Washington,28,65,14
9/19/2020,Washington,27,70,17
9/26/2020,Washington,,16,
2/1/2020,West Virginia,0,33,0
2/8/2020,West Virginia,0,34,0
2/15/2020,West Virginia,0,35,0
2/22/2020,West Virginia,0,26,0
2/29/2020,West Virginia,0,42,0
3/7/2020,West Virginia,0,29,0
3/14/2020,West Virginia,0,36,0
3/21/2020,West Virginia,0,37,0
3/28/2020,West Virginia,,26,0
4/4/2020,West Virginia,,44,0
4/11/2020,West Virginia,,47,
4/18/2020,West Virginia,11,23,
4/25/2020,West Virginia,16,27,
5/2/2020,West Virginia,16,34,
5/9/2020,West Virginia,,24,0
5/16/2020,West Virginia,14,39,
5/23/2020,West Virginia,,31,
5/30/2020,West Virginia,,31,
6/6/2020,West Virginia,,24,
6/13/2020,West Virginia,,28,
6/20/2020,West Virginia,,27,0
6/27/2020,West Virginia,,33,
7/4/2020,West Virginia,,29,
7/11/2020,West Virginia,,16,0
7/18/2020,West Virginia,,27,
7/25/2020,West Virginia,,37,
8/1/2020,West Virginia,17,27,
8/8/2020,West Virginia,18,34,
8/15/2020,West Virginia,14,23,
8/22/2020,West Virginia,27,18,
8/29/2020,West Virginia,21,,
9/5/2020,West Virginia,19,,
9/12/2020,West Virginia,,,
9/19/2020,West Virginia,,,
9/26/2020,West Virginia,0,0,0
2/1/2020,Wisconsin,0,65,0
2/8/2020,Wisconsin,0,53,0
2/15/2020,Wisconsin,0,76,0
2/22/2020,Wisconsin,0,57,0
2/29/2020,Wisconsin,0,55,0
3/7/2020,Wisconsin,0,62,0
3/14/2020,Wisconsin,0,56,0
3/21/2020,Wisconsin,,75,
3/28/2020,Wisconsin,19,73,
4/4/2020,Wisconsin,77,92,12
4/11/2020,Wisconsin,76,75,16
4/18/2020,Wisconsin,75,54,12
4/25/2020,Wisconsin,47,57,
5/2/2020,Wisconsin,72,62,
5/9/2020,Wisconsin,57,52,16
5/16/2020,Wisconsin,55,52,10
5/23/2020,Wisconsin,65,54,19
5/30/2020,Wisconsin,88,52,11
6/6/2020,Wisconsin,45,44,
6/13/2020,Wisconsin,41,38,
6/20/2020,Wisconsin,37,46,
6/27/2020,Wisconsin,35,40,
7/4/2020,Wisconsin,23,39,
7/11/2020,Wisconsin,19,38,
7/18/2020,Wisconsin,35,39,
7/25/2020,Wisconsin,52,43,11
8/1/2020,Wisconsin,48,48,
8/8/2020,Wisconsin,61,59,17
8/15/2020,Wisconsin,46,50,12
8/22/2020,Wisconsin,38,52,13
8/29/2020,Wisconsin,42,53,16
9/5/2020,Wisconsin,36,48,11
9/12/2020,Wisconsin,42,48,12
9/19/2020,Wisconsin,23,35,14
9/26/2020,Wisconsin,,,
2/1/2020,Wyoming,0,,0
2/8/2020,Wyoming,0,13,0
2/15/2020,Wyoming,0,,0
2/22/2020,Wyoming,0,,0
2/29/2020,Wyoming,0,,0
3/7/2020,Wyoming,0,10,0
3/14/2020,Wyoming,0,,0
3/21/2020,Wyoming,0,,0
3/28/2020,Wyoming,0,,0
4/4/2020,Wyoming,0,10,0
4/11/2020,Wyoming,,,0
4/18/2020,Wyoming,,,
4/25/2020,Wyoming,,10,
5/2/2020,Wyoming,0,,0
5/9/2020,Wyoming,0,,0
5/16/2020,Wyoming,,,0
5/23/2020,Wyoming,,,
5/30/2020,Wyoming,,,0
6/6/2020,Wyoming,,,0
6/13/2020,Wyoming,,,
6/20/2020,Wyoming,,,
6/27/2020,Wyoming,0,,0
7/4/2020,Wyoming,,,0
7/11/2020,Wyoming,,,0
7/18/2020,Wyoming,,,0
7/25/2020,Wyoming,,,
8/1/2020,Wyoming,,,0
8/8/2020,Wyoming,,,
8/15/2020,Wyoming,,,0
8/22/2020,Wyoming,,,
8/29/2020,Wyoming,0,,0
9/5/2020,Wyoming,,,
9/12/2020,Wyoming,,,
9/19/2020,Wyoming,0,,0
9/26/2020,Wyoming,0,,0
2/1/2020,Puerto Rico,0,76,0
2/8/2020,Puerto Rico,0,90,0
2/15/2020,Puerto Rico,0,83,0
2/22/2020,Puerto Rico,0,86,0
2/29/2020,Puerto Rico,0,83,0
3/7/2020,Puerto Rico,0,95,0
3/14/2020,Puerto Rico,0,68,0
3/21/2020,Puerto Rico,,87,
3/28/2020,Puerto Rico,11,88,
4/4/2020,Puerto Rico,18,85,10
4/11/2020,Puerto Rico,22,86,11
4/18/2020,Puerto Rico,20,72,10
4/25/2020,Puerto Rico,18,70,
5/2/2020,Puerto Rico,14,63,
5/9/2020,Puerto Rico,10,64,
5/16/2020,Puerto Rico,,46,
5/23/2020,Puerto Rico,,60,
5/30/2020,Puerto Rico,,56,
6/6/2020,Puerto Rico,,56,
6/13/2020,Puerto Rico,,53,
6/20/2020,Puerto Rico,,50,
6/27/2020,Puerto Rico,,40,0
7/4/2020,Puerto Rico,,45,
7/11/2020,Puerto Rico,10,60,
7/18/2020,Puerto Rico,13,67,
7/25/2020,Puerto Rico,24,61,15
8/1/2020,Puerto Rico,35,68,16
8/8/2020,Puerto Rico,39,66,23
8/15/2020,Puerto Rico,64,101,45
8/22/2020,Puerto Rico,46,67,33
8/29/2020,Puerto Rico,25,56,18
9/5/2020,Puerto Rico,41,57,28
9/12/2020,Puerto Rico,62,56,42
9/19/2020,Puerto Rico,36,26,23
9/26/2020,Puerto Rico,,,
